fuel_efficiency,location,make,price,vechile features,car make,type,model,year,odometer,body,transmission,Number of cylinders,capacity,fuel type
11,NT,2006 Toyota Corolla Ascent Auto,"6,500","Odometer
172,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2006,"172,000",Hatch,Automatic,4,1.8,Petrol
11,VIC,2001 Toyota Corolla Ascent Auto,"6,490","Odometer
106,066 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2001,"106,066",Sedan,Automatic,4,1.8,Petrol
11,NSW,2005 Toyota Corolla Conquest Auto,"4,900","Odometer
225,800 km


Body
Wagon


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Auto,Corolla,2005,"225,800",Wagon,Automatic,4,1.8,Petrol
11,WA,2014 Toyota Corolla SX Auto,"18,990","Odometer
46,373 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla SX Auto,Corolla,2014,"46,373",Sedan,Automatic,4,1.8,Petrol
11,NSW,2009 Toyota Corolla Levin ZR Auto,"15,800","Odometer
55,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin ZR Auto,Corolla,2009,"55,000",Hatch,Automatic,4,1.8,Petrol
11,WA,2009 Toyota Corolla Ascent Auto,"9,999","Odometer
65,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2009,"65,000",Sedan,Automatic,4,1.8,Petrol
11,QLD,2001 Toyota Corolla Ultima Auto,"5,890","Odometer
77,265 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ultima Auto,Corolla,2001,"77,265",Sedan,Automatic,4,1.8,Petrol
11,NSW,2013 Toyota Corolla Levin ZR Auto,"21,900","Odometer
23,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin ZR Auto,Corolla,2013,"23,000",Hatch,Automatic,4,1.8,Petrol
11,QLD,2008 Toyota Corolla Ascent Auto,"7,890","Odometer
117,120 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2008,"117,120",Hatch,Automatic,4,1.8,Petrol
11,QLD,2012 Toyota Corolla Ascent Sport Manual,"15,990","Odometer
36,538 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2012,"36,538",Sedan,Manual,4,1.8,Petrol
11,QLD,2009 Toyota Corolla Edge Manual,"10,500","Odometer
37,323 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Edge Manual,Corolla,2009,"37,323",Hatch,Manual,4,1.8,Petrol
11,NSW,2006 Toyota Corolla Ascent Manual,"8,000","Odometer
90,000 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2006,"90,000",Sedan,Manual,4,1.8,Petrol
11,VIC,2007 Toyota Corolla Levin ZR Auto,"13,990","Odometer
112,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin ZR Auto,Corolla,2007,"112,000",Hatch,Automatic,4,1.8,Petrol
11,NSW,2010 Toyota Corolla Ascent Auto,"12,600","Odometer
45,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2010,"45,000",Sedan,Automatic,4,1.8,Petrol
11,VIC,"2011 Toyota Corolla Ascent Sport Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","9,850","Odometer
95,000 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Sport Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"95,000",Sedan,Manual,4,1.8,Petrol
11,QLD,"2010 Toyota Corolla Ascent Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","9,500","Odometer
116,700 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"116,700",Sedan,Manual,4,1.8,Petrol
11,NSW,2007 Toyota Corolla Ascent Manual,"6,200","Odometer
178,000 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2007,"178,000",Hatch,Manual,4,1.8,Petrol
11,NSW,"2010 Toyota Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","12,880","Odometer
68,281 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"68,281",Sedan,Automatic,4,1.8,Petrol
11,QLD,2006 Toyota Corolla Ascent Manual,"4,999","Odometer
201,235 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2006,"201,235",Sedan,Manual,4,1.8,Petrol
11,VIC,2014 Toyota Corolla Ascent Auto,"15,000","Odometer
59,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"59,000",Hatch,Automatic,4,1.8,Petrol
11,TAS,2014 Toyota Corolla Ascent Auto,"14,900","Odometer
71,500 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"71,500",Hatch,Automatic,4,1.8,Petrol
11,VIC,2008 Toyota Corolla Ascent Auto,"10,850","Odometer
94,042 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2008,"94,042",Sedan,Automatic,4,1.8,Petrol
11,VIC,2006 Toyota Corolla Conquest Auto,"10,000","Odometer
139,769 km


Body
Wagon


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Auto,Corolla,2006,"139,769",Wagon,Automatic,4,1.8,Petrol
11,WA,2007 Toyota Corolla Ultima Auto,"7,990","Odometer
210,703 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ultima Auto,Corolla,2007,"210,703",Sedan,Automatic,4,1.8,Petrol
11,TAS,2000 Toyota Corolla Ultima Auto,"5,990","Odometer
124,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ultima Auto,Corolla,2000,"124,000",Sedan,Automatic,4,1.8,Petrol
11,VIC,2015 Toyota Corolla Ascent Sport Manual,"21,500","Odometer
18,000 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2015,"18,000",Hatch,Manual,4,1.8,Petrol
11,VIC,2009 Toyota Corolla Ascent Auto,"10,000","Odometer
123,952 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2009,"123,952",Hatch,Automatic,4,1.8,Petrol
11,VIC,"2010 Toyota Corolla Ascent Manual 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","9,500","Odometer
80,000 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Manual 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"80,000",Hatch,Manual,4,1.8,Petrol
11,NSW,2004 Toyota Corolla Ascent Manual,"3,800","Odometer
224,000 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2004,"224,000",Hatch,Manual,4,1.8,Petrol
11,QLD,2013 Toyota Corolla Levin ZR Manual,"22,990","Odometer
31,000 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin ZR Manual,Corolla,2013,"31,000",Hatch,Manual,4,1.8,Petrol
11,QLD,2013 Toyota Corolla Ascent Sport Manual,"16,888","Odometer
55,699 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2013,"55,699",Hatch,Manual,4,1.8,Petrol
11,QLD,2014 Toyota Corolla Ascent Auto,"14,880","Odometer
61,470 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"61,470",Hatch,Automatic,4,1.8,Petrol
11,QLD,2013 Toyota Corolla Ascent Auto,"13,890","Odometer
80,751 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2013,"80,751",Hatch,Automatic,4,1.8,Petrol
11,VIC,2008 Toyota Corolla Ascent Auto,"7,390","Odometer
191,980 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2008,"191,980",Hatch,Automatic,4,1.8,Petrol
11,VIC,2012 Toyota Corolla Levin ZR Auto,"14,888","Odometer
92,888 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin ZR Auto,Corolla,2012,"92,888",Hatch,Automatic,4,1.8,Petrol
11,NSW,"2011 Toyota Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","13,499","Odometer
63,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"63,000",Hatch,Automatic,4,1.8,Petrol
11,QLD,2008 Toyota Corolla Ascent Auto,"7,000","Odometer
125,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2008,"125,000",Sedan,Automatic,4,1.8,Petrol
11,SA,2005 Toyota Corolla Ascent Auto,"6,990","Odometer
144,456 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2005,"144,456",Sedan,Automatic,4,1.8,Petrol
11,VIC,2001 Toyota Corolla Ascent Auto,"5,990","Odometer
89,953 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2001,"89,953",Sedan,Automatic,4,1.8,Petrol
11,VIC,2015 Toyota Corolla Ascent Sport Auto,"20,500","Odometer
10,268 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2015,"10,268",Hatch,Automatic,4,1.8,Petrol
11,NSW,2004 Toyota Corolla Ascent Manual,"4,800","Odometer
194,000 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2004,"194,000",Sedan,Manual,4,1.8,Petrol
11,VIC,2014 Toyota Corolla Ascent Sport Manual,"18,500","Odometer
23,100 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2014,"23,100",Hatch,Manual,4,1.8,Petrol
11,VIC,2012 Toyota Corolla Ascent Auto,"15,999","Odometer
96,699 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2012,"96,699",Sedan,Automatic,4,1.8,Petrol
11,NSW,2007 Toyota Corolla Conquest Manual,"8,500","Odometer
115,000 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Manual,Corolla,2007,"115,000",Sedan,Manual,4,1.8,Petrol
11,NSW,2005 Toyota Corolla Conquest Auto,"5,750","Odometer
227,765 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Auto,Corolla,2005,"227,765",Hatch,Automatic,4,1.8,Petrol
11,WA,2016 Toyota Corolla Ascent Sport Auto,"20,990","Odometer
18,206 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2016,"18,206",Hatch,Automatic,4,1.8,Petrol
11,WA,"2011 Toyota Corolla Ascent Sport Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","13,990","Odometer
37,058 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Sport Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"37,058",Sedan,Automatic,4,1.8,Petrol
11,QLD,2007 Toyota Corolla Ascent Auto,"9,890","Odometer
120,400 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2007,"120,400",Sedan,Automatic,4,1.8,Petrol
11,NSW,2012 Toyota Corolla Ascent Auto,"12,500","Odometer
46,227 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2012,"46,227",Sedan,Automatic,4,1.8,Petrol
11,WA,2012 Toyota Corolla Ascent Auto,"12,222","Odometer
86,040 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2012,"86,040",Hatch,Automatic,4,1.8,Petrol
11,NSW,2008 Toyota Corolla Ascent Auto,"8,000","Odometer
126,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2008,"126,000",Sedan,Automatic,4,1.8,Petrol
11,VIC,"2011 Toyota Corolla Ascent Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","13,999","Odometer
70,154 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"70,154",Hatch,Manual,4,1.8,Petrol
11,QLD,2007 Toyota Corolla Ascent Auto,"10,990","Odometer
67,769 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2007,"67,769",Hatch,Automatic,4,1.8,Petrol
11,VIC,2005 Toyota Corolla Ascent Auto,"6,999","Odometer
182,202 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2005,"182,202",Hatch,Automatic,4,1.8,Petrol
11,QLD,"2011 Toyota Corolla Ascent Sport Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","16,000","Odometer
20,539 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Sport Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"20,539",Hatch,Manual,4,1.8,Petrol
11,VIC,2014 Toyota Corolla Ascent Auto,"15,990","Odometer
49,388 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"49,388",Hatch,Automatic,4,1.8,Petrol
11,NSW,2009 Toyota Corolla Ascent Manual,"8,750","Odometer
105,579 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2009,"105,579",Hatch,Manual,4,1.8,Petrol
11,QLD,2014 Toyota Corolla Ascent Sport Auto,"19,888","Odometer
27,750 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2014,"27,750",Hatch,Automatic,4,1.8,Petrol
11,NSW,2012 Toyota Corolla Ascent Sport Manual,"12,990","Odometer
135,146 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2012,"135,146",Hatch,Manual,4,1.8,Petrol
11,QLD,"2010 Toyota Corolla Conquest Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","11,990","Odometer
94,698 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Conquest Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"94,698",Sedan,Automatic,4,1.8,Petrol
11,NSW,2007 Toyota Corolla Ascent Sport Manual,"7,990","Odometer
113,058 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2007,"113,058",Sedan,Manual,4,1.8,Petrol
11,QLD,2005 Toyota Corolla Ascent Sport Manual,"6,990","Odometer
167,769 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2005,"167,769",Hatch,Manual,4,1.8,Petrol
11,QLD,2012 Toyota Corolla Ascent Sport Auto,"14,890","Odometer
67,760 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2012,"67,760",Hatch,Automatic,4,1.8,Petrol
11,VIC,"2010 Toyota Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","13,000","Odometer
94,650 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"94,650",Hatch,Automatic,4,1.8,Petrol
11,NSW,2004 Toyota Corolla Ascent Auto,"8,000","Odometer
57,329 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2004,"57,329",Hatch,Automatic,4,1.8,Petrol
11,NSW,"2011 Toyota Corolla Ascent Sport Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","12,599","Odometer
85,480 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Sport Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"85,480",Hatch,Automatic,4,1.8,Petrol
11,NSW,1999 Toyota Corolla CSi Seca Auto,"2,490","Odometer
164,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.6L Petrol",Toyota,Corolla CSi Seca Auto,Corolla,1999,"164,000",Hatch,Automatic,4,1.6,Petrol
11,VIC,2012 Toyota Corolla Ascent Sport Manual,"12,000","Odometer
84,013 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2012,"84,013",Sedan,Manual,4,1.8,Petrol
11,WA,2015 Toyota Corolla Ascent Sport Auto,"19,500","Odometer
16,300 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2015,"16,300",Hatch,Automatic,4,1.8,Petrol
11,QLD,"2011 Toyota Corolla Ascent Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","11,900","Odometer
68,500 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"68,500",Hatch,Manual,4,1.8,Petrol
11,VIC,"2009 Toyota Corolla Levin SX Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","11,000","Odometer
57,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Levin SX Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2009,"57,000",Hatch,Automatic,4,1.8,Petrol
11,NSW,2006 Toyota Corolla Ascent Auto,"6,984","Odometer
134,747 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2006,"134,747",Hatch,Automatic,4,1.8,Petrol
11,NSW,"2011 Toyota Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","13,990","Odometer
53,696 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"53,696",Hatch,Automatic,4,1.8,Petrol
11,NSW,2007 Toyota Corolla Ascent Auto,"9,990","Odometer
92,411 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2007,"92,411",Sedan,Automatic,4,1.8,Petrol
11,QLD,2008 Toyota Corolla Conquest Auto,"8,950","Odometer
150,307 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Auto,Corolla,2008,"150,307",Hatch,Automatic,4,1.8,Petrol
11,NSW,2006 Toyota Corolla Ascent Manual,"5,500","Odometer
166,704 km


Body
Wagon


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2006,"166,704",Wagon,Manual,4,1.8,Petrol
11,VIC,2003 Toyota Corolla Ascent Manual,"5,499","Odometer
208,766 km


Body
Wagon


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2003,"208,766",Wagon,Manual,4,1.8,Petrol
11,WA,2013 Toyota Corolla Ascent Sport Manual,"14,990","Odometer
76,305 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2013,"76,305",Hatch,Manual,4,1.8,Petrol
11,NSW,2002 Toyota Corolla Levin Manual,"6,466","Odometer
198,520 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin Manual,Corolla,2002,"198,520",Hatch,Manual,4,1.8,Petrol
11,NSW,2006 Toyota Corolla Ascent Auto,"8,990","Odometer
54,440 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2006,"54,440",Hatch,Automatic,4,1.8,Petrol
11,VIC,2008 Toyota Corolla Ascent Auto,"7,899","Odometer
181,247 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2008,"181,247",Sedan,Automatic,4,1.8,Petrol
11,QLD,2006 Toyota Corolla Ascent Sport Manual,"6,900","Odometer
80,906 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2006,"80,906",Hatch,Manual,4,1.8,Petrol
11,QLD,2005 Toyota Corolla Ascent Auto,"6,990","Odometer
127,445 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2005,"127,445",Sedan,Automatic,4,1.8,Petrol
11,VIC,2006 Toyota Corolla Ascent Manual,"6,500","Odometer
195,124 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2006,"195,124",Sedan,Manual,4,1.8,Petrol
11,QLD,2005 Toyota Corolla Ascent Auto,"5,990","Odometer
155,893 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2005,"155,893",Hatch,Automatic,4,1.8,Petrol
11,WA,2012 Toyota Corolla Ascent Sport Auto,"14,490","Odometer
88,817 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2012,"88,817",Hatch,Automatic,4,1.8,Petrol
11,NSW,"2011 Toyota Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","12,990","Odometer
75,389 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"75,389",Hatch,Automatic,4,1.8,Petrol
11,NSW,2012 Toyota Corolla Ascent Sport Manual,"11,990","Odometer
80,000 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2012,"80,000",Hatch,Manual,4,1.8,Petrol
11,VIC,2015 Toyota Corolla Ascent Auto,"21,490","Odometer
6,404 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"6,404",Sedan,Automatic,4,1.8,Petrol
11,QLD,"2011 Toyota Corolla Levin ZR Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","16,000","Odometer
70,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Levin ZR Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"70,000",Hatch,Automatic,4,1.8,Petrol
11,NSW,"2010 Toyota Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","13,777","Odometer
58,115 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"58,115",Hatch,Automatic,4,1.8,Petrol
11,SA,"2010 Toyota Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","11,500","Odometer
89,750 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"89,750",Sedan,Automatic,4,1.8,Petrol
11,NSW,2007 Toyota Corolla Ascent Auto,"8,800","Odometer
125,800 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2007,"125,800",Sedan,Automatic,4,1.8,Petrol
11,VIC,2006 Toyota Corolla Ascent Auto,"7,200","Odometer
113,018 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2006,"113,018",Hatch,Automatic,4,1.8,Petrol
